PMID,Title,Abstract,MH,Test,CleanedText,cluster
33404829,Bioinformatics: new tools and applications in life science and personalized medicine.,"While we have a basic understanding of the functioning of the gene when coding sequences of specific proteins, we feel the lack of information on the role that DNA has on specific diseases or functions of thousands of proteins that are produced. Bioinformatics combines the methods used in the collection, storage, identification, analysis, and correlation of this huge and complex information. All this work produces an ""ocean"" of information that can only be ""sailed"" with the help of computerized methods. The goal is to provide scientists with the right means to explain normal biological processes, dysfunctions of these processes which give rise to disease and approaches that allow the discovery of new medical cures. Recently, sequencing platforms, a large scale of genomes and transcriptomes, have created new challenges not only to the genomics but especially for bioinformatics. The intent of this article is to compile a list of tools and information resources used by scientists to treat information from the massive sequencing of recent platforms to new generations and the applications of this information in different areas of life sciences including medicine. KEY POINTS: • Biological data mining • Omic approaches • From genotype to phenotype.",*Computational Biology Data Mining Genome Genomics *Precision Medicine,"Bioinformatics: new tools and applications in life science and personalized medicine. While we have a basic understanding of the functioning of the gene when coding sequences of specific proteins, we feel the lack of information on the role that DNA has on specific diseases or functions of thousands of proteins that are produced. Bioinformatics combines the methods used in the collection, storage, identification, analysis, and correlation of this huge and complex information. All this work produces an ""ocean"" of information that can only be ""sailed"" with the help of computerized methods. The goal is to provide scientists with the right means to explain normal biological processes, dysfunctions of these processes which give rise to disease and approaches that allow the discovery of new medical cures. Recently, sequencing platforms, a large scale of genomes and transcriptomes, have created new challenges not only to the genomics but especially for bioinformatics. The intent of this article is to compile a list of tools and information resources used by scientists to treat information from the massive sequencing of recent platforms to new generations and the applications of this information in different areas of life sciences including medicine. KEY POINTS: • Biological data mining • Omic approaches • From genotype to phenotype. *Computational Biology Data Mining Genome Genomics *Precision Medicine",new tool applic life scienc person medicin basic understand function gene code sequenc specif protein feel lack inform role dna specif diseas function thousand protein produc bioinformat combin method use collect storag identif analysi correl huge complex inform work produc ocean inform sail help computer method goal provid scientist right mean explain normal biolog process dysfunct process give rise diseas approach allow discoveri new medic cure recent sequenc platform larg scale genom transcriptom creat new challeng genom especi bioinformat intent articl compil list tool inform resourc use scientist treat inform massiv sequenc recent platform new generat applic inform differ area life scienc includ medicin key biolog data mine omic approach genotyp phenotyp biolog data mine genom genom medicin,1
30443215,Chemoinformatics Strategies for Leishmaniasis Drug Discovery.,"Leishmaniasis is a fatal neglected tropical disease (NTD) that is caused by more than 20 species of Leishmania parasites. The disease kills approximately 20,000 people each year and more than 1 billion are susceptible to infection. Although counting on a few compounds, the therapeutic arsenal faces some drawbacks such as drug resistance, toxicity issues, high treatment costs, and accessibility problems, which highlight the need for novel treatment options. Worldwide efforts have been made to that aim and, as well as in other therapeutic areas, chemoinformatics have contributed significantly to leishmaniasis drug discovery. Breakthrough advances in the comprehension of the parasites' molecular biology have enabled the design of high-affinity ligands for a number of macromolecular targets. In addition, the use of chemoinformatics has allowed highly accurate predictions of biological activity and physicochemical and pharmacokinetics properties of novel antileishmanial compounds. This review puts into perspective the current context of leishmaniasis drug discovery and focuses on the use of chemoinformatics to develop better therapies for this life-threatening condition.",,"Chemoinformatics Strategies for Leishmaniasis Drug Discovery. Leishmaniasis is a fatal neglected tropical disease (NTD) that is caused by more than 20 species of Leishmania parasites. The disease kills approximately 20,000 people each year and more than 1 billion are susceptible to infection. Although counting on a few compounds, the therapeutic arsenal faces some drawbacks such as drug resistance, toxicity issues, high treatment costs, and accessibility problems, which highlight the need for novel treatment options. Worldwide efforts have been made to that aim and, as well as in other therapeutic areas, chemoinformatics have contributed significantly to leishmaniasis drug discovery. Breakthrough advances in the comprehension of the parasites' molecular biology have enabled the design of high-affinity ligands for a number of macromolecular targets. In addition, the use of chemoinformatics has allowed highly accurate predictions of biological activity and physicochemical and pharmacokinetics properties of novel antileishmanial compounds. This review puts into perspective the current context of leishmaniasis drug discovery and focuses on the use of chemoinformatics to develop better therapies for this life-threatening condition. ",chemoinformat strategi leishmaniasi drug discoveri leishmaniasi fatal neglect tropic diseas ntd caus speci leishmania parasit diseas kill approxim peopl year billion suscept infect although count compound therapeut arsenal face drawback drug resist toxic issu high treatment cost access problem highlight need novel treatment option worldwid effort made aim well therapeut area chemoinformat contribut signific leishmaniasi drug discoveri breakthrough advanc comprehens parasit molecular biolog enabl design ligand number macromolecular target addit use chemoinformat allow high accur predict biolog activ physicochem pharmacokinet properti novel antileishmani compound review put perspect current context leishmaniasi drug discoveri focus use chemoinformat develop better therapi condit,8
32759729,The Literature of Chemoinformatics: 1978-2018.,"This article presents a study of the literature of chemoinformatics, updating and building upon an analogous bibliometric investigation that was published in 2008. Data on outputs in the field, and citations to those outputs, were obtained by means of topic searches of the Web of Science Core Collection. The searches demonstrate that chemoinformatics is by now a well-defined sub-discipline of chemistry, and one that forms an essential part of the chemical educational curriculum. There are three core journals for the subject: The Journal of Chemical Information and Modeling, the Journal of Cheminformatics, and Molecular Informatics, and, having established itself, chemoinformatics is now starting to export knowledge to disciplines outside of chemistry.",*Bibliometrics Cheminformatics/*trends Humans Journal Impact Factor Publications/*trends,"The Literature of Chemoinformatics: 1978-2018. This article presents a study of the literature of chemoinformatics, updating and building upon an analogous bibliometric investigation that was published in 2008. Data on outputs in the field, and citations to those outputs, were obtained by means of topic searches of the Web of Science Core Collection. The searches demonstrate that chemoinformatics is by now a well-defined sub-discipline of chemistry, and one that forms an essential part of the chemical educational curriculum. There are three core journals for the subject: The Journal of Chemical Information and Modeling, the Journal of Cheminformatics, and Molecular Informatics, and, having established itself, chemoinformatics is now starting to export knowledge to disciplines outside of chemistry. *Bibliometrics Cheminformatics/*trends Humans Journal Impact Factor Publications/*trends",literatur articl present studi literatur chemoinformat updat build upon analog bibliometr investig publish data output field citat output obtain mean topic search web scienc core collect search demonstr chemoinformat chemistri one form essenti part chemic educ curriculum three core journal journal chemic inform model journal cheminformat molecular informat establish chemoinformat start export knowledg disciplin outsid chemistri cheminformat human journal impact factor public,8
32084340,A Deep Learning Approach to Antibiotic Discovery.,"Due to the rapid emergence of antibiotic-resistant bacteria, there is a growing need to discover new antibiotics. To address this challenge, we trained a deep neural network capable of predicting molecules with antibacterial activity. We performed predictions on multiple chemical libraries and discovered a molecule from the Drug Repurposing Hub-halicin-that is structurally divergent from conventional antibiotics and displays bactericidal activity against a wide phylogenetic spectrum of pathogens including Mycobacterium tuberculosis and carbapenem-resistant Enterobacteriaceae. Halicin also effectively treated Clostridioides difficile and pan-resistant Acinetobacter baumannii infections in murine models. Additionally, from a discrete set of 23 empirically tested predictions from >107 million molecules curated from the ZINC15 database, our model identified eight antibacterial compounds that are structurally distant from known antibiotics. This work highlights the utility of deep learning approaches to expand our antibiotic arsenal through the discovery of structurally distinct antibacterial molecules.","Acinetobacter baumannii/drug effects Animals Anti-Bacterial Agents/chemistry/*pharmacology Cheminformatics/methods Clostridioides difficile/drug effects Databases, Chemical Drug Discovery/*methods *Machine Learning Mice Mice, Inbred BALB C Mice, Inbred C57BL Mycobacterium tuberculosis/drug effects Small Molecule Libraries/chemistry/pharmacology Thiadiazoles/chemistry/*pharmacology","A Deep Learning Approach to Antibiotic Discovery. Due to the rapid emergence of antibiotic-resistant bacteria, there is a growing need to discover new antibiotics. To address this challenge, we trained a deep neural network capable of predicting molecules with antibacterial activity. We performed predictions on multiple chemical libraries and discovered a molecule from the Drug Repurposing Hub-halicin-that is structurally divergent from conventional antibiotics and displays bactericidal activity against a wide phylogenetic spectrum of pathogens including Mycobacterium tuberculosis and carbapenem-resistant Enterobacteriaceae. Halicin also effectively treated Clostridioides difficile and pan-resistant Acinetobacter baumannii infections in murine models. Additionally, from a discrete set of 23 empirically tested predictions from >107 million molecules curated from the ZINC15 database, our model identified eight antibacterial compounds that are structurally distant from known antibiotics. This work highlights the utility of deep learning approaches to expand our antibiotic arsenal through the discovery of structurally distinct antibacterial molecules. Acinetobacter baumannii/drug effects Animals Anti-Bacterial Agents/chemistry/*pharmacology Cheminformatics/methods Clostridioides difficile/drug effects Databases, Chemical Drug Discovery/*methods *Machine Learning Mice Mice, Inbred BALB C Mice, Inbred C57BL Mycobacterium tuberculosis/drug effects Small Molecule Libraries/chemistry/pharmacology Thiadiazoles/chemistry/*pharmacology",deep learn approach antibiot discoveri due rapid emerg bacteria grow need discov new antibiot address challeng train deep neural network capabl predict molecul antibacteri activ perform predict multipl chemic librari discov molecul drug repurpos structur diverg convent antibiot display bactericid activ wide phylogenet spectrum pathogen includ mycobacterium tuberculosi enterobacteriacea halicin also effect treat clostridioid difficil acinetobact baumannii infect murin model addit discret set empir test predict million molecul curat databas model identifi eight antibacteri compound structur distant known antibiot work highlight util deep learn approach expand antibiot arsenal discoveri structur distinct antibacteri molecul acinetobact baumannii drug effect anim agent chemistri cheminformat method clostridioid difficil drug effect databas chemic drug discoveri learn mice mice inbr balb mice inbr mycobacterium tuberculosi drug effect small molecul librari chemistri pharmacolog thiadiazol chemistri,8
29750902,Machine learning in chemoinformatics and drug discovery.,"Chemoinformatics is an established discipline focusing on extracting, processing and extrapolating meaningful data from chemical structures. With the rapid explosion of chemical 'big' data from HTS and combinatorial synthesis, machine learning has become an indispensable tool for drug designers to mine chemical information from large compound databases to design drugs with important biological properties. To process the chemical data, we first reviewed multiple processing layers in the chemoinformatics pipeline followed by the introduction of commonly used machine learning models in drug discovery and QSAR analysis. Here, we present basic principles and recent case studies to demonstrate the utility of machine learning techniques in chemoinformatics analyses; and we discuss limitations and future directions to guide further development in this evolving field.","Animals Diffusion of Innovation Drug Discovery/*methods High-Throughput Screening Assays Humans *Informatics *Machine Learning Molecular Structure Pattern Recognition, Automated Pharmaceutical Preparations/*chemistry Quantitative Structure-Activity Relationship","Machine learning in chemoinformatics and drug discovery. Chemoinformatics is an established discipline focusing on extracting, processing and extrapolating meaningful data from chemical structures. With the rapid explosion of chemical 'big' data from HTS and combinatorial synthesis, machine learning has become an indispensable tool for drug designers to mine chemical information from large compound databases to design drugs with important biological properties. To process the chemical data, we first reviewed multiple processing layers in the chemoinformatics pipeline followed by the introduction of commonly used machine learning models in drug discovery and QSAR analysis. Here, we present basic principles and recent case studies to demonstrate the utility of machine learning techniques in chemoinformatics analyses; and we discuss limitations and future directions to guide further development in this evolving field. Animals Diffusion of Innovation Drug Discovery/*methods High-Throughput Screening Assays Humans *Informatics *Machine Learning Molecular Structure Pattern Recognition, Automated Pharmaceutical Preparations/*chemistry Quantitative Structure-Activity Relationship",machin learn chemoinformat drug discoveri chemoinformat establish disciplin focus extract process extrapol meaning data chemic structur rapid explos chemic big data hts combinatori synthesi machin learn becom indispens tool drug design mine chemic inform larg compound databas design drug import biolog properti process chemic data first review multipl process layer chemoinformat pipelin follow introduct common use machin learn model drug discoveri qsar analysi present basic principl recent case studi demonstr util machin learn techniqu chemoinformat discuss limit futur direct guid develop evolv field anim diffus innov drug discoveri screen assay human learn molecular structur pattern recognit autom pharmaceut prepar quantit relationship,8
30465503,Intelligently Applying Artificial Intelligence in Chemoinformatics.,"The intertwining of chemoinformatics with artificial intelligence (AI) has given a tremendous fillip to the field of drug discovery. With the rapid growth of chemical data from high throughput screening and combinatorial synthesis, AI has become an indispensable tool for drug designers to mine chemical information from large compound databases for developing drugs at a much faster rate as never before. The applications of AI have gone beyond bioactivity predictions and have shown promise in addressing diverse problems in drug discovery like de novo molecular design, synthesis prediction and biological image analysis. In this article, we provide an overview of all the algorithms under the umbrella of AI, enlist the tools/frameworks required for implementing these algorithms as well as present a compendium of web servers, databases and open-source platforms implicated in drug discovery, Quantitative Structure-Activity Relationship (QSAR), data mining, solvation free energy and molecular graph mining.",Algorithms *Artificial Intelligence Data Mining Drug Discovery/*methods High-Throughput Screening Assays Machine Learning/*classification Quantitative Structure-Activity Relationship,"Intelligently Applying Artificial Intelligence in Chemoinformatics. The intertwining of chemoinformatics with artificial intelligence (AI) has given a tremendous fillip to the field of drug discovery. With the rapid growth of chemical data from high throughput screening and combinatorial synthesis, AI has become an indispensable tool for drug designers to mine chemical information from large compound databases for developing drugs at a much faster rate as never before. The applications of AI have gone beyond bioactivity predictions and have shown promise in addressing diverse problems in drug discovery like de novo molecular design, synthesis prediction and biological image analysis. In this article, we provide an overview of all the algorithms under the umbrella of AI, enlist the tools/frameworks required for implementing these algorithms as well as present a compendium of web servers, databases and open-source platforms implicated in drug discovery, Quantitative Structure-Activity Relationship (QSAR), data mining, solvation free energy and molecular graph mining. Algorithms *Artificial Intelligence Data Mining Drug Discovery/*methods High-Throughput Screening Assays Machine Learning/*classification Quantitative Structure-Activity Relationship",intellig appli artifici intellig chemoinformat intertwin chemoinformat artifici intellig given tremend fillip field drug discoveri rapid growth chemic data high throughput screen combinatori synthesi becom indispens tool drug design mine chemic inform larg compound databas develop drug much faster rate never applic gone beyond bioactiv predict shown promis address divers problem drug discoveri like novo molecular design synthesi predict biolog imag analysi articl provid overview algorithm umbrella enlist tool framework requir implement algorithm well present compendium web server databas platform implic drug discoveri quantit relationship qsar data mine solvat free energi molecular graph mine algorithm intellig data mine drug discoveri screen assay machin learn quantit relationship,8
35440144,Machine Learning in Chemoinformatics and Medicinal Chemistry.,"In chemoinformatics and medicinal chemistry, machine learning has evolved into an important approach. In recent years, increasing computational resources and new deep learning algorithms have put machine learning onto a new level, addressing previously unmet challenges in pharmaceutical research. In silico approaches for compound activity predictions, de novo design, and reaction modeling have been further advanced by new algorithmic developments and the emergence of big data in the field. Herein, novel applications of machine learning and deep learning in chemoinformatics and medicinal chemistry are reviewed. Opportunities and challenges for new methods and applications are discussed, placing emphasis on proper baseline comparisons, robust validation methodologies, and new applicability domains.","Algorithms *Cheminformatics *Chemistry, Pharmaceutical/methods Machine Learning","Machine Learning in Chemoinformatics and Medicinal Chemistry. In chemoinformatics and medicinal chemistry, machine learning has evolved into an important approach. In recent years, increasing computational resources and new deep learning algorithms have put machine learning onto a new level, addressing previously unmet challenges in pharmaceutical research. In silico approaches for compound activity predictions, de novo design, and reaction modeling have been further advanced by new algorithmic developments and the emergence of big data in the field. Herein, novel applications of machine learning and deep learning in chemoinformatics and medicinal chemistry are reviewed. Opportunities and challenges for new methods and applications are discussed, placing emphasis on proper baseline comparisons, robust validation methodologies, and new applicability domains. Algorithms *Cheminformatics *Chemistry, Pharmaceutical/methods Machine Learning",machin learn chemoinformat medicin chemistri chemoinformat medicin chemistri machin learn evolv import approach recent year increas comput resourc new deep learn algorithm put machin learn onto new level address previous unmet challeng pharmaceut research silico approach compound activ predict novo design reaction model advanc new algorithm develop emerg big data field herein novel applic machin learn deep learn chemoinformat medicin chemistri review opportun challeng new method applic discuss place emphasi proper baselin comparison robust valid methodolog new applic domain algorithm pharmaceut method machin learn,8
33283975,Chemoinformatics for the Safety of Energetic and Reactive Materials at Ineris.,"The characterization of physical hazards of substances is a key information to manage the risks associated to their use, storage and transport. With decades of work in this area, Ineris develops and implements cutting-edge experimental facilities allowing such characterizations at different scales and under various conditions to study all of the dreaded accident scenarios. This review presents the efforts engaged by Ineris more recently in the field of chemoinformatics to develop and use new predictive methods for the anticipation and management of industrials risks associated to energetic and reactive materials as a complement to experiments. An overview of the methods used for the development of Quantitative Structure-Property Relationships for physical hazards are presented and discussed regarding the specificities associated to this class of properties. A review of models developed at Ineris is also provided from the first tentative models on the explosivity of nitro compounds to the successful application to the flammability of organic mixtures. Then, a discussion is proposed on the use of QSPR models. Good practices for robust use for QSPR models are recalled with specific comments related to physical hazards, notably for regulatory purpose. Dissemination and training efforts engaged by Ineris are also presented. The potential offered by these predictive methods in terms of in silico design and for the development of new intrinsically safer technologies in safety-by-design strategies is finally discussed. At last, challenges and perspectives to extend the application of chemoinformatics in the field of safety and in particular for the physical hazards of energetic and reactive substances are proposed.",*Cheminformatics Nitro Compounds *Quantitative Structure-Activity Relationship,"Chemoinformatics for the Safety of Energetic and Reactive Materials at Ineris. The characterization of physical hazards of substances is a key information to manage the risks associated to their use, storage and transport. With decades of work in this area, Ineris develops and implements cutting-edge experimental facilities allowing such characterizations at different scales and under various conditions to study all of the dreaded accident scenarios. This review presents the efforts engaged by Ineris more recently in the field of chemoinformatics to develop and use new predictive methods for the anticipation and management of industrials risks associated to energetic and reactive materials as a complement to experiments. An overview of the methods used for the development of Quantitative Structure-Property Relationships for physical hazards are presented and discussed regarding the specificities associated to this class of properties. A review of models developed at Ineris is also provided from the first tentative models on the explosivity of nitro compounds to the successful application to the flammability of organic mixtures. Then, a discussion is proposed on the use of QSPR models. Good practices for robust use for QSPR models are recalled with specific comments related to physical hazards, notably for regulatory purpose. Dissemination and training efforts engaged by Ineris are also presented. The potential offered by these predictive methods in terms of in silico design and for the development of new intrinsically safer technologies in safety-by-design strategies is finally discussed. At last, challenges and perspectives to extend the application of chemoinformatics in the field of safety and in particular for the physical hazards of energetic and reactive substances are proposed. *Cheminformatics Nitro Compounds *Quantitative Structure-Activity Relationship",chemoinformat safeti energet reactiv materi ineri character physic hazard substanc key inform manag risk associ use storag transport decad work area ineri develop implement experiment facil allow character differ scale various condit studi dread accid scenario review present effort engag ineri recent field chemoinformat develop use new predict method anticip manag industri risk associ energet reactiv materi complement experi overview method use develop quantit relationship physic hazard present discuss regard specif associ class properti review model develop ineri also provid first tentat model explos nitro compound success applic flammabl organ mixtur discuss propos use qspr model good practic robust use qspr model recal specif comment relat physic hazard notabl regulatori purpos dissemin train effort engag ineri also present potenti offer predict method term silico design develop new intrins safer technolog strategi final discuss last challeng perspect extend applic chemoinformat field safeti particular physic hazard energet reactiv substanc propos nitro compound relationship,8
28418201,"Chemoinformatics at IFP Energies Nouvelles: Applications in the Fields of Energy, Transport, and Environment.","The objective of the present paper is to summarize chemoinformatics based research, and more precisely, the development of quantitative structure property relationships performed at IFP Energies nouvelles (IFPEN) during the last decade. A special focus is proposed on research activities performed in the ""Thermodynamics and Molecular Simulation"" department, i. e. the use of multiscale molecular simulation methods in responses to projects. Molecular simulation techniques can be envisaged to supplement dataset when experimental information lacks, thus the review includes a section dedicated to molecular simulation codes, development of intermolecular potentials, and some of their possible applications. Know-how and feedback from our experiences in terms of machine learning application for thermophysical property predictions are included in a section dealing with methodological aspects. The generic character of chemoinformatics is emphasized through applications in the fields of energy, transport, and environment, with illustrations for three IFPEN business units: ""Transports"", ""Energy Resources"", and ""Processes"". More precisely, the review focus on different challenges such as the prediction of properties for alternative fuels, the prediction of fuel compatibility with polymeric materials, the prediction of properties for surfactants usable in chemical enhanced oil recovery, and the prediction of guest-host interactions between gases and nanoporous materials in the frame of carbon dioxide capture or gas separation activities.",Data Mining Machine Learning Nanostructures/*chemistry Thermodynamics,"Chemoinformatics at IFP Energies Nouvelles: Applications in the Fields of Energy, Transport, and Environment. The objective of the present paper is to summarize chemoinformatics based research, and more precisely, the development of quantitative structure property relationships performed at IFP Energies nouvelles (IFPEN) during the last decade. A special focus is proposed on research activities performed in the ""Thermodynamics and Molecular Simulation"" department, i. e. the use of multiscale molecular simulation methods in responses to projects. Molecular simulation techniques can be envisaged to supplement dataset when experimental information lacks, thus the review includes a section dedicated to molecular simulation codes, development of intermolecular potentials, and some of their possible applications. Know-how and feedback from our experiences in terms of machine learning application for thermophysical property predictions are included in a section dealing with methodological aspects. The generic character of chemoinformatics is emphasized through applications in the fields of energy, transport, and environment, with illustrations for three IFPEN business units: ""Transports"", ""Energy Resources"", and ""Processes"". More precisely, the review focus on different challenges such as the prediction of properties for alternative fuels, the prediction of fuel compatibility with polymeric materials, the prediction of properties for surfactants usable in chemical enhanced oil recovery, and the prediction of guest-host interactions between gases and nanoporous materials in the frame of carbon dioxide capture or gas separation activities. Data Mining Machine Learning Nanostructures/*chemistry Thermodynamics",chemoinformat ifp energi applic field energi transport environ object present paper summar chemoinformat base research precis develop quantit structur properti relationship perform ifp energi nouvell ifpen last decad special focus propos research activ perform thermodynam molecular simul depart use multiscal molecular simul method respons project molecular simul techniqu envisag supplement dataset experiment inform lack thus review includ section dedic molecular simul code develop intermolecular potenti possibl applic feedback experi term machin learn applic thermophys properti predict includ section deal methodolog aspect generic charact chemoinformat emphas applic field energi transport environ illustr three ifpen busi transport energi resourc process precis review focus differ challeng predict properti altern fuel predict fuel compat polymer materi predict properti surfact usabl chemic enhanc oil recoveri predict interact gase nanopor materi frame carbon dioxid captur gas separ activ data mine machin learn nanostructur thermodynam,8
34762411,Chemoinformatics View on Bitter Taste Receptor Agonists in Food.,"Food compounds with a bitter taste have a role in human health, both for their capability to influence food choice and preferences and for their possible systemic effect due to the modulation of extra-oral bitter taste receptors (TAS2Rs). Investigating the interaction of bitter food compounds with TAS2Rs is a key step to unravel their complex effects on health and to pave the way to rationally design new additives for food formulation or drugs. Here, we propose a collection of food bitter compounds, for which in vitro activity data against TAS2Rs are available. The patterns of TAS2R subtype-specific agonists were analyzed using scaffold decomposition and chemical space analysis, providing a detailed characterization of the associations between food bitter tastants and TAS2Rs.","Cheminformatics Humans *Pharmaceutical Preparations Receptors, G-Protein-Coupled/genetics Taste *Taste Buds","Chemoinformatics View on Bitter Taste Receptor Agonists in Food. Food compounds with a bitter taste have a role in human health, both for their capability to influence food choice and preferences and for their possible systemic effect due to the modulation of extra-oral bitter taste receptors (TAS2Rs). Investigating the interaction of bitter food compounds with TAS2Rs is a key step to unravel their complex effects on health and to pave the way to rationally design new additives for food formulation or drugs. Here, we propose a collection of food bitter compounds, for which in vitro activity data against TAS2Rs are available. The patterns of TAS2R subtype-specific agonists were analyzed using scaffold decomposition and chemical space analysis, providing a detailed characterization of the associations between food bitter tastants and TAS2Rs. Cheminformatics Humans *Pharmaceutical Preparations Receptors, G-Protein-Coupled/genetics Taste *Taste Buds",chemoinformat view bitter tast receptor agonist food food compound bitter tast role human health capabl influenc food choic prefer possibl system effect due modul bitter tast receptor investig interact bitter food compound key step unravel complex effect health pave way ration design new addit food formul drug propos collect food bitter compound vitro activ data avail pattern agonist analyz use scaffold decomposit chemic space analysi provid detail character associ food bitter tastant cheminformat human prepar receptor genet tast bud,8
33372622,Chemoinformatics-based enumeration of chemical libraries: a tutorial.,"Virtual compound libraries are increasingly being used in computer-assisted drug discovery applications and have led to numerous successful cases. This paper aims to examine the fundamental concepts of library design and describe how to enumerate virtual libraries using open source tools. To exemplify the enumeration of chemical libraries, we emphasize the use of pre-validated or reported reactions and accessible chemical reagents. This tutorial shows a step-by-step procedure for anyone interested in designing and building chemical libraries with or without chemoinformatics experience. The aim is to explore various methodologies proposed by synthetic organic chemists and explore affordable chemical space using open-access chemoinformatics tools. As part of the tutorial, we discuss three examples of design: a Diversity-Oriented-Synthesis library based on lactams, a bis-heterocyclic combinatorial library, and a set of target-oriented molecules: isoindolinone based compounds as potential acetylcholinesterase inhibitors. This manuscript also seeks to contribute to the critical task of teaching and learning chemoinformatics.",,"Chemoinformatics-based enumeration of chemical libraries: a tutorial. Virtual compound libraries are increasingly being used in computer-assisted drug discovery applications and have led to numerous successful cases. This paper aims to examine the fundamental concepts of library design and describe how to enumerate virtual libraries using open source tools. To exemplify the enumeration of chemical libraries, we emphasize the use of pre-validated or reported reactions and accessible chemical reagents. This tutorial shows a step-by-step procedure for anyone interested in designing and building chemical libraries with or without chemoinformatics experience. The aim is to explore various methodologies proposed by synthetic organic chemists and explore affordable chemical space using open-access chemoinformatics tools. As part of the tutorial, we discuss three examples of design: a Diversity-Oriented-Synthesis library based on lactams, a bis-heterocyclic combinatorial library, and a set of target-oriented molecules: isoindolinone based compounds as potential acetylcholinesterase inhibitors. This manuscript also seeks to contribute to the critical task of teaching and learning chemoinformatics. ",enumer chemic tutori virtual compound librari increas use drug discoveri applic led numer success case paper aim examin fundament concept librari design describ enumer virtual librari use open sourc tool exemplifi enumer chemic librari emphas use report reaction access chemic reagent tutori show procedur anyon interest design build chemic librari without chemoinformat experi aim explor various methodolog propos synthet organ chemist explor afford chemic space use chemoinformat tool part tutori discuss three exampl librari base lactam combinatori librari set isoindolinon base compound potenti acetylcholinesteras inhibitor manuscript also seek contribut critic task teach learn chemoinformat,8
